ID,卡名,类型,费用(LV1/LV2),LV1效果,LV2效果,特殊属性,使用后是否移除(LV1),使用后是否移除(LV2),图鉴归属
C038,以强凌弱,近战攻击,0/0,对目标造成6点伤害；如生命值高于敌方，必定暴击,对目标造成8点伤害；如生命值高于敌方，必定暴击,—,否,否,初始通用
C039,擒首,近战攻击,0/0,对目标造成6点伤害；若目标是场上HP最高的敌将，额外造成4点伤害,对目标造成8点伤害；若目标是场上HP最高的敌将，额外造成5点伤害,—,否,否,初始通用
C040,重锤,近战攻击,0/0,对目标造成6点伤害，并施加3层破甲,对目标造成6点伤害，并施加3层破甲,—,是,否,初始通用
C041,驱虎吞狼,近战攻击,1/1,对敌方所有目标各造成7点伤害,对敌方所有目标各造成7点伤害,—,是,否,初始通用
C042,锤击,近战攻击,0/0,对目标造成6点伤害，并施加1层眩晕,对目标造成6点伤害，并施加1层眩晕,—,是,否,初始通用
C043,孤注一掷,近战攻击,X/X,消耗所有行动点，对目标造成伤害5 * 消耗点数,消耗所有行动点，对目标造成伤害5 * 消耗点数,—,否,否,初始通用
C044,破盾反击,近战攻击,0/0,消耗我方全部护盾；对目标造成6点伤害，每消耗3点护盾额外+1伤害（上限+4）,消耗我方全部护盾；对目标造成8点伤害，每消耗3点护盾额外+1伤害（上限+6）,—,否,否,初始通用
C045,饮血剑,近战攻击,0/0,对目标造成6点伤害；每损失1点HP额外+1伤害（上限+5）,对目标造成8点伤害；每损失1点HP额外+1伤害（上限+5）,—,否,否,初始通用
C046,摄魂斩,近战攻击,1/1,对目标造成6点伤害，并施加3层恐惧,对目标造成7点伤害，并施加3层恐惧,—,否,否,初始通用
C047,淬火斩,近战攻击,0/0,对目标造成6点伤害；若目标有灼烧状态，额外造成4点伤害且无视护甲,对目标造成8点伤害；若目标有灼烧状态，额外造成5点伤害且无视护甲,—,否,否,初始通用
C048,反扑,近战攻击,0/0,对目标造成6点伤害；若我方本回合已受到过伤害，额外造成3点伤害,对目标造成8点伤害；若我方本回合已受到过伤害，额外造成4点伤害,—,否,否,初始通用
C049,抢先,近战攻击,0/0,对目标造成6点伤害；若当前手牌数≥3，额外造成3点伤害,对目标造成7点伤害；若当前手牌数≥3，额外造成4点伤害,—,否,否,初始通用
C050,压制,近战攻击,0/0,对目标造成6点伤害；若目标为HP为满，必定暴击,对目标造成6点伤害；若目标为HP为满，必定暴击,—,否,否,初始通用
C051,飞刀,近战攻击,0/0,对任意目标造成7点伤害,对任意目标造成10点伤害,—,是,是,初始通用
C052,醉拳,近战攻击,0/0,对目标造成2点伤害，攻击4次,对目标造成2点伤害，攻击5次,—,否,否,初始通用
C053,剑术精进,近战攻击,0/0,对目标造成7点伤害，每次使用递增3点伤害，最高增加9点伤害,对目标造成9点伤害，每次使用递增3点伤害，最高增加9点伤害,—,否,否,初始通用
C054,飞镖连发,远程攻击,1/1,两次对随机目标造成4点伤害,两次对随机目标造成5点伤害,—,否,否,初始通用
C055,箭矢,远程攻击,1/1,对目标造成6点伤害,对目标造成7点伤害,—,否,否,初始通用
C056,强弩,远程攻击,2/1,对目标造成10点伤害,对目标造成10点伤害,—,否,否,初始通用
C057,精准射击,远程攻击,1/1,对目标造成6点伤害，必定命中,对目标造成8点伤害，必定命中，并施加1层盲目,—,否,否,初始通用
C058,穿云箭,远程攻击,2/2,对目标造成6点伤害，无视护甲,对目标造成9点伤害，无视护甲,—,否,否,初始通用
C059,追身箭,远程攻击,1/1,对目标造成6点伤害；若目标在后排，额外造成3点伤害,对目标造成8点伤害；若目标在后排，额外造成4点伤害,—,否,否,初始通用
C060,穿透箭,远程攻击,2/2,对目标造成6点伤害，并对目标身后随机一名敌将造成5点伤害,对目标造成7点伤害，并对目标身后随机一名敌将造成7点伤害,—,否,否,初始通用
C061,毒箭,远程攻击,1/1,对目标造成6点伤害，并施加2层中毒,对目标造成7点伤害，并施加3层中毒,—,否,否,初始通用
C062,火箭,远程攻击,1/1,对目标造成6点伤害，并施加2层灼烧,对目标造成7点伤害，并施加3层灼烧,—,否,否,初始通用
C063,破甲箭,远程攻击,1/1,对目标造成6点伤害，并施加2层破甲,对目标造成7点伤害，并施加3层破甲,—,否,否,初始通用
C064,投石,远程攻击,1/1,对目标造成6点伤害，并施加1层眩晕,对目标造成7点伤害，并施加1层眩晕,—,否,否,初始通用
C065,倒刺箭,远程攻击,1/1,对目标造成6点伤害，并施加2层流血,对目标造成7点伤害，并施加3层流血,—,否,否,初始通用
C066,石箭,远程攻击,1/1,对目标造成6点伤害，并施加3层恐惧,对目标造成7点伤害，并施加3层恐惧,—,否,否,初始通用
C067,直击弱点,远程攻击,1/1,对目标造成6点伤害，并施加1层虚弱,对目标造成7点伤害，并施加2层虚弱,—,否,否,初始通用
C068,扔香蕉皮,远程攻击,1/1,对目标造成6点伤害，并施加1层滑倒,对目标造成7点伤害，并施加2层滑倒,—,否,否,初始通用
C069,淬油火石,远程攻击,1/1,对目标造成6点伤害；若目标有灼烧状态，必定暴击,对目标造成7点伤害；若目标有灼烧状态，必定暴击,—,否,否,初始通用
C070,致命一箭,远程攻击,2/2,对目标造成7点伤害；若目标有中毒状态，必定暴击,对目标造成9点伤害；若目标有中毒状态，必定暴击,—,否,否,初始通用
C071,补刀,远程攻击,1/1,对目标造成6点伤害；若目标HP低于50%，必定暴击,对目标造成7点伤害；若目标HP低于50%，必定暴击,—,否,否,初始通用
C072,蓄力射击,远程攻击,1/1,对目标造成7点伤害；若本回合未打出任何牌，必定暴击,对目标造成9点伤害；若本回合未打出任何牌，必定暴击,—,否,否,初始通用
C073,逆风矢,远程攻击,1/1,对目标造成6点伤害；若当前天气为雨或雾，此伤害无视护甲,对目标造成8点伤害；若当前天气为雨或雾，此伤害无视护甲，并施加1层盲目,—,否,否,初始通用
C074,居高临下,远程攻击,1/1,对目标造成6点伤害；若当前地形为山地或关隘，必定暴击,对目标造成8点伤害；若当前地形为山地或关隘，必定暴击,—,否,否,初始通用
C075,烙铁箭头,远程攻击,1/1,对目标造成6点伤害，并施加1层灼烧；若当前地形为森林，施加3层灼烧,对目标造成7点伤害，并施加2层灼烧；若当前地形为森林，施加4层灼烧,—,否,否,初始通用
C076,冰箭,远程攻击,1/1,对目标造成6点伤害；若当前地形为雪地，并施加1层眩晕,对目标造成8点伤害；若当前地形为雪地，并施加1层眩晕，额外造成2点伤害,—,否,否,初始通用
C077,齐射,远程攻击,2/2,对敌方所有目标各造成5点伤害,对敌方所有目标各造成7点伤害,—,否,否,初始通用
C078,箭雨,远程攻击,2/2,对敌方所有目标各造成5点伤害，并各施加4层流血,对敌方所有目标各造成6点伤害，并各施加4层流血,—,否,否,初始通用
C079,烽火连天,远程攻击,2/2,对敌方所有目标各造成5点伤害，并各施加2层灼烧,对敌方所有目标各造成6点伤害，并各施加3层灼烧,—,否,否,初始通用
C080,散射,远程攻击,1/1,随机攻击4次，每次造成2点伤害,随机攻击5次，每次造成3点伤害,—,否,否,初始通用
C081,山上滚石,远程攻击,3/3,对敌方所有目标各造成8点伤害，并施加1层破甲；若地形为山地或关隘，必定暴击,对敌方所有目标各造成8点伤害，并施加1层破甲；若地形为山地或关隘，必定暴击,—,否,否,初始通用
C082,三连射,远程攻击,1/1,对目标连续3次各造成3点伤害,对目标连续3次各造成4点伤害,—,否,否,初始通用
C083,连弩,远程攻击,2/2,对目标连续4次各造成3点伤害,对目标连续5次各造成3点伤害,—,否,否,初始通用
C084,风驰电掣,远程攻击,2/2,对目标造成8点伤害；若目标处于盲目状态，此伤害无视护甲,对目标造成10点伤害；若目标处于盲目状态，无视护甲，额外造成4点伤害,—,否,否,初始通用
C085,追魂矢,远程攻击,2/2,对目标造成6点伤害；若此次攻击击杀目标，对随机另一名敌将造成6点伤害,对目标造成8点伤害；若此次攻击击杀目标，对随机另一名敌将造成8点伤害，无视护甲,—,否,否,初始通用
C086,回收弓箭,远程攻击,1/1,对目标造成7点伤害；若此次攻击击杀目标，抽1张牌,对目标造成9点伤害；若此次攻击击杀目标，抽2张牌,—,否,否,初始通用
C087,折返矢,远程攻击,1/1,对目标造成6点伤害，并抽1张牌；若抽到的牌是远程攻击卡，行动点+1,对目标造成7点伤害，并抽1张牌；若抽到的牌是远程攻击卡，行动点+1,—,否,否,初始通用
C088,箭无虚发,远程攻击,1/1,对目标造成6点伤害；若手牌中有其他远程攻击卡，额外造成3点伤害,对目标造成8点伤害；若手牌中有其他远程攻击卡，额外造成4点伤害,—,否,否,初始通用
C089,远交近攻,远程攻击,2/2,对目标造成6点伤害；若本回合已打出近战攻击卡，额外造成4点伤害，无视护甲,对目标造成7点伤害；若本回合已打出近战攻击卡，额外造成5点伤害，无视护甲,—,否,否,初始通用
C090,弃弓拔剑,远程攻击,1/1,对目标造成6点伤害；此牌打出后，本回合下一张近战攻击牌必定暴击,对目标造成6点伤害；此牌打出后，本回合下一张近战攻击牌必定暴击,—,是,否,初始通用
C091,掠阵,远程攻击,1/1,对目标造成6点伤害；若弃牌堆中有远程攻击卡，额外+2伤害,对目标造成7点伤害；若弃牌堆中有远程攻击卡，额外+3伤害,—,否,否,初始通用
C092,狙击,远程攻击,3/3,对目标造成12点伤害，无视护甲,对目标造成12点伤害，无视护甲,—,是,否,初始通用
C093,游击,远程攻击,1/1,对目标造成6点伤害；若目标处于眩晕或滑倒状态，必定暴击,对目标造成8点伤害；若目标处于眩晕或滑倒状态，必定暴击,—,否,否,初始通用
C094,最后一箭,远程攻击,1/1,对目标造成6点伤害；若本回合是最后一张打出的牌，额外造成4点伤害,对目标造成7点伤害；若本回合是最后一张打出的牌，额外造成5点伤害，并施加1层盲目,—,否,否,初始通用
C095,万箭齐发,远程攻击,3/3,对敌方所有目标各造成8点伤害，无视护甲,对敌方所有目标各造成10点伤害，无视护甲，并各施加1层破甲,—,否,否,初始通用
C096,射术精进,远程攻击,1/1,对目标造成7点伤害，每次使用递增3点伤害，最高增加9点伤害,对目标造成9点伤害，每次使用递增3点伤害，最高增加9点伤害,—,否,否,初始通用
C097,奇门遁甲,远程攻击,1/1,对目标造成6点伤害；若场上地形不为平原，此伤害无视护甲,对目标造成8点伤害；若场上地形不为平原，此伤害无视护甲并施加1层破甲,—,否,否,初始通用
C098,长程狙射,远程攻击,2/2,对目标造成9点伤害；距离越远，伤害越高，最高造成6点伤害,对目标造成9点伤害；距离越远，伤害越高，最高造成6点伤害,—,否,否,初始通用
C099,声东击西,远程攻击,2/2,对目标造成7点伤害，并对目标身后所有敌将各造成4点伤害,对目标造成9点伤害，并对目标身后所有敌将各造成6点伤害,—,否,否,初始通用
C100,扔鞭炮,远程攻击,1/1,对随机目标造成4点伤害，攻击3次,对随机目标造成4点伤害，攻击3次,—,否,否,初始通用
C101,骨箭,远程攻击,1/1,对目标造成6点伤害；若目标处于虚弱状态，额外造成4点伤害,对目标造成7点伤害；若目标处于虚弱状态，额外造成6点伤害,—,否,否,初始通用
C102,怒吼,远程攻击,2/2,对敌方所有目标造成5点伤害，并各施加2层恐惧,对敌方所有目标造成7点伤害，并各施加3层恐惧,—,否,否,初始通用
C103,铁蒺藜,远程攻击,1/1,对敌方所有目标造成5点伤害，对骑兵目标额外施加5层重伤,对敌方所有目标造成7点伤害，对骑兵目标额外施加5层重伤,—,否,否,初始通用
